wave, intensity
4984.296, 179.9837
4986.224, 175.5389
4988.153, 182.9380
4990.081, 182.8445
4992.010, 180.7385
4993.938, 183.5102
4995.867, 179.8646
4997.795, 176.9531
4999.724, 179.7876
5001.652, 180.5255
5003.581, 180.8412
5005.509, 181.6603
5007.438, 182.8382
5009.366, 182.9968
5011.294, 181.9593
5013.223, 184.1552
5015.151, 183.5023
5017.080, 180.8247
5019.008, 187.3670
5020.937, 188.1551
5022.865, 183.5792
5024.793, 182.4435
5026.722, 183.3148
5028.650, 184.4161
5030.579, 182.9617
5032.507, 182.8853
5034.436, 183.7254
5036.364, 184.2207
5038.293, 187.0014
5040.221, 188.2527
5042.150, 185.0027
5044.078, 187.4978
5046.007, 186.7949
5047.935, 187.5211
5049.864, 187.1211
5051.792, 185.0650
5053.721, 184.6827
5055.649, 183.5499
5057.578, 183.7407
5059.506, 184.9331
5061.435, 184.8725
5063.363, 183.7004
5065.292, 182.9766
5067.220, 187.1597
5069.148, 184.4732
5071.077, 181.3343
5073.005, 186.8409
5074.934, 184.0502
5076.862, 180.2780
5078.791, 182.3271
5080.719, 184.3343
5082.647, 183.7913
5084.576, 184.8473
5086.504, 182.1162
5088.433, 183.7288
5090.361, 183.6889
5092.290, 180.8267
5094.218, 181.7298
5096.147, 184.1874
5098.075, 180.6430
5100.004, 182.3464
5101.932, 184.3694
5103.861, 179.2708
5105.789, 178.6597
5107.718, 181.1660
5109.646, 185.8985
5111.575, 182.3386
5113.503, 179.5801
5115.432, 180.4035
5117.360, 180.2219
5119.289, 184.6107
5121.217, 183.8855
5123.146, 186.9900
5125.074, 185.4495
5127.002, 186.3946
5128.931, 188.1494
5130.859, 189.2373
5132.788, 187.6596
5134.716, 188.7691
5136.645, 184.8333
5138.573, 187.3275
5140.501, 186.1540
5142.430, 182.6678
5144.358, 179.9738
5146.287, 179.6730
5148.215, 185.5813
5150.144, 186.1504
5152.072, 184.5567
5154.001, 186.3544
5155.929, 186.5905
5157.858, 187.4940
5159.786, 190.1501
5161.715, 188.9751
5163.643, 189.6695
5165.572, 192.7962
5167.500, 192.4328
5169.429, 190.2023
5171.357, 188.4661
5173.286, 191.0915
5175.214, 190.9454
5177.143, 188.6171
5179.071, 185.2518
5181.000, 183.7614
5182.928, 183.3009
5184.856, 183.5691
5186.785, 185.9848
5188.713, 188.6911
5190.642, 190.6190
5192.570, 190.2726
5194.499, 191.2141
5196.427, 191.6491
5198.355, 189.5156
5200.284, 190.1098
5202.212, 189.6859
5204.141, 190.1765
5206.069, 190.5729
5207.998, 192.9872
5209.926, 195.7705
5211.855, 190.7061
5213.783, 187.1212
5215.712, 186.5212
5217.640, 190.1159
5219.569, 192.6797
5221.497, 192.5629
5223.426, 190.1867
5225.354, 190.8106
5227.283, 192.3757
5229.211, 194.2136
5231.140, 196.5780
5233.068, 196.6815
5234.997, 193.8227
5236.925, 187.7402
5238.854, 186.9910
5240.782, 186.7226
5242.710, 186.3816
5244.639, 191.8311
5246.567, 191.8233
5248.496, 190.1794
5250.424, 195.6047
5252.353, 195.7475
5254.281, 191.6181
5256.209, 185.3460
5258.138, 187.6809
5260.066, 187.4239
5261.995, 185.5908
5263.923, 192.2513
5265.852, 192.8868
5267.780, 192.1478
5269.709, 194.9497
5271.637, 194.5486
5273.566, 191.8160
5275.494, 188.6254
5277.423, 189.6566
5279.351, 192.8307
5281.280, 195.7975
5283.208, 196.0807
5285.137, 195.5423
5287.065, 195.2231
5288.994, 195.2385
5290.922, 192.8897
5292.851, 191.9632
5294.779, 192.7619
5296.708, 195.1977
5298.636, 194.0393
5300.564, 193.5067
5302.493, 195.6462
5304.421, 188.8684
5306.350, 187.3707
5308.278, 190.2105
5310.207, 188.9975
5312.135, 191.1192
5314.063, 190.5431
5315.992, 192.6781
5317.920, 194.3040
5319.849, 197.6826
5321.777, 193.2425
5323.706, 196.2605
5325.634, 195.2569
5327.563, 194.8610
5329.491, 198.3693
5331.420, 192.9678
5333.348, 189.9954
5335.277, 191.7523
5337.205, 196.3161
5339.134, 199.3954
5341.062, 198.4977
5342.991, 192.7656
5344.919, 192.1302
5346.848, 191.1756
5348.776, 190.3626
5350.705, 194.2387
5352.633, 193.2863
5354.562, 193.4675
5356.490, 195.1953
5358.418, 193.4158
5360.347, 194.7601
5362.275, 196.9650
5364.204, 196.8428
5366.132, 198.4932
5368.061, 197.8275
5369.989, 193.5532
5371.917, 197.9297
5373.846, 196.8679
5375.774, 193.8395
5377.703, 200.2997
5379.631, 197.9218
5381.560, 194.9065
5383.488, 194.9247
5385.417, 193.3501
5387.345, 193.8710
5389.274, 195.5170
5391.202, 196.8259
5393.131, 193.2994
5395.059, 193.0372
5396.988, 196.3687
5398.916, 193.4985
5400.845, 196.9255
5402.773, 199.2888
5404.702, 194.6241
5406.630, 196.0393
5408.559, 195.7371
5410.487, 193.8774
5412.416, 195.5575
5414.344, 196.2737
5416.272, 195.8712
5418.201, 194.5661
5420.129, 192.5579
5422.058, 194.0007
5423.986, 194.9362
5425.915, 190.5823
5427.843, 192.9630
5429.771, 195.1506
5431.700, 194.6447
5433.628, 197.2533
5435.557, 194.4076
5437.485, 198.2394
5439.414, 196.9796
5441.342, 192.4866
5443.271, 191.6517
5445.199, 194.1183
5447.128, 197.5849
5449.056, 196.9772
5450.985, 196.5401
5452.913, 197.7787
5454.842, 200.3961
5456.770, 200.6037
5458.699, 197.8126
5460.627, 192.5771
5462.556, 192.9893
5464.484, 191.8603
5466.413, 190.1065
5468.341, 190.6736
5470.270, 192.9990
5472.198, 194.4877
5474.126, 193.4520
5476.055, 185.7718
5477.983, 188.4961
5479.912, 189.9012
5481.840, 184.8229
5483.769, 190.1761
5485.697, 192.1163
5487.625, 192.0572
5489.554, 193.4421
5491.482, 188.9385
5493.411, 188.2704
5495.339, 191.5688
5497.268, 195.2262
5499.196, 192.2867
5501.125, 189.1269
5503.053, 188.6744
5504.982, 190.9172
5506.910, 193.5313
5508.839, 196.1350
5510.767, 198.3723
5512.696, 198.4621
5514.624, 197.9370
5516.553, 196.6091
5518.481, 194.0980
5520.410, 195.6798
5522.338, 193.8099
5524.267, 189.8663
5526.195, 189.6892
5528.124, 190.3030
5530.052, 190.1486
5531.980, 189.2300
5533.909, 188.8455
5535.837, 188.5714
5537.766, 188.5848
5539.694, 188.9509
5541.623, 188.7265
5543.551, 193.5254
5545.479, 196.0990
5547.408, 191.5750
5549.336, 192.2105
5551.265, 197.6968
5553.193, 200.3408
5555.122, 193.3817
5557.050, 198.1317
5558.979, 196.1265
5560.907, 189.7604
5562.836, 188.4451
5564.764, 190.7330
5566.693, 194.9577
5568.621, 198.2403
5570.550, 195.1570
5572.478, 196.3531
5574.407, 194.5823
5576.335, 190.1895
5578.264, 193.0154
5580.192, 191.2370
5582.121, 190.5695
5584.049, 193.0387
5585.978, 194.0235
5587.906, 191.5995
5589.834, 191.9021
5591.763, 197.0620
5593.691, 200.7170
5595.620, 195.1146
5597.548, 193.1212
5599.477, 201.4030
5601.405, 193.3142
5603.333, 191.4927
5605.262, 193.9974
5607.190, 195.7895
5609.119, 196.1938
5611.047, 197.0691
5612.976, 193.0069
5614.904, 197.0056
5616.833, 193.7990
5618.761, 193.3244
5620.690, 193.9136
5622.618, 191.9081
5624.547, 192.8279
5626.475, 192.5339
5628.404, 192.5194
5630.332, 195.7406
5632.261, 192.4560
5634.189, 191.0286
5636.118, 192.7153
5638.046, 196.0341
5639.975, 192.2251
5641.903, 191.7151
5643.832, 192.1814
5645.760, 188.6221
5647.688, 188.8733
5649.617, 189.4420
5651.545, 188.8732
5653.474, 191.6183
5655.402, 195.9551
5657.331, 197.0063
5659.259, 195.0912
5661.188, 192.0215
5663.116, 194.1295
5665.044, 191.1799
5666.973, 189.0020
5668.901, 195.1204
5670.830, 189.6021
5672.758, 191.5311
5674.687, 196.0089
5676.615, 194.4330
5678.544, 192.8555
5680.472, 193.4444
5682.401, 192.3208
5684.329, 192.5214
5686.258, 192.3329
5688.186, 192.7312
5690.115, 193.9542
5692.043, 193.5631
5693.972, 194.1318
5695.900, 196.0989
5697.829, 194.3938
5699.757, 196.0889
5701.686, 191.4494
5703.614, 195.6664
5705.542, 195.3305
5707.471, 190.8323
5709.399, 194.1420
5711.328, 189.9880
5713.256, 188.8297
5715.185, 193.5512
5717.113, 193.9911
5719.042, 191.5120
5720.970, 188.8819
5722.898, 188.5514
5724.827, 187.7561
5726.755, 187.0069
5728.684, 189.2316
5730.612, 186.2945
5732.541, 188.9064
5734.469, 188.1509
5736.398, 188.0747
5738.326, 188.6033
5740.255, 188.2746
5742.183, 186.5480
5744.112, 188.6270
5746.040, 192.1897
5747.969, 193.9802
5749.897, 188.5462
5751.826, 193.8057
5753.754, 195.2973
5755.683, 187.3376
5757.611, 192.0019
5759.540, 194.5999
5761.468, 193.0687
5763.396, 190.9929
5765.325, 197.5643
5767.253, 184.2681
5769.182, 183.6375
5771.110, 192.0209
5773.039, 188.9734
5774.967, 191.1552
5776.896, 190.4860
5778.824, 189.1278
5780.752, 190.5492
5782.681, 190.5711
5784.609, 192.4730
5786.538, 192.5618
5788.466, 189.6232
5790.395, 189.9980
5792.323, 187.5770
5794.252, 190.1095
5796.180, 188.6660
5798.109, 193.9332
5800.037, 188.3941
5801.966, 187.9486
5803.894, 189.0210
5805.823, 185.4866
5807.751, 188.6116
5809.680, 193.8541
5811.608, 198.3290
5813.537, 199.2977
5815.465, 191.5242
5817.394, 192.0415
5819.322, 191.8212
5821.250, 189.3615
5823.179, 190.7728
5825.107, 191.2892
5827.036, 190.8564
5828.964, 191.8977
5830.893, 191.4190
5832.821, 191.9189
5834.750, 192.1672
5836.678, 190.2429
5838.606, 186.3980
5840.535, 187.2066
5842.463, 186.7623
5844.392, 189.6037
5846.320, 192.0176
5848.249, 186.7118
5850.177, 189.1830
5852.106, 185.9635
5854.034, 185.4371
5855.963, 191.8148
5857.891, 188.4932
5859.820, 190.5199
5861.748, 191.7977
5863.677, 190.7077
5865.605, 189.9048
5867.534, 190.3625
5869.462, 190.2746
5871.391, 187.6971
5873.319, 183.8462
5875.248, 190.6443
5877.176, 190.3993
5879.104, 192.5541
5881.033, 196.6190
5882.961, 193.5028
5884.890, 193.2273
5886.818, 193.5709
5888.747, 191.8461
5890.675, 192.2818
5892.604, 191.4320
5894.532, 192.0636
5896.460, 192.9515
5898.389, 192.9376
5900.317, 194.0807
5902.246, 192.1393
5904.174, 194.6176
5906.103, 193.7669
5908.031, 191.0640
5909.960, 188.7846
5911.888, 191.5645
5913.817, 191.4767
5915.745, 190.8553
5917.674, 193.9311
5919.602, 185.7342
5921.531, 190.0075
5923.459, 191.9493
5925.388, 187.4675
5927.316, 188.8987
5929.245, 183.7444
5931.173, 183.3909
5933.102, 186.0267
5935.030, 187.7366
5936.958, 183.9229
5938.887, 190.2845
5940.815, 193.7782
5942.744, 194.5579
5944.672, 184.4953
5946.601, 188.4333
5948.529, 186.7606
5950.458, 184.8576
5952.386, 190.7662
5954.314, 182.2806
5956.243, 188.0652
5958.171, 188.1535
5960.100, 190.8488
5962.028, 187.8988
5963.957, 186.6923
5965.885, 191.1332
5967.814, 192.4471
5969.742, 188.8471
5971.671, 191.7082
5973.599, 183.0254
5975.528, 184.4724
5977.456, 190.2902
5979.385, 186.9740
5981.313, 189.9383
5983.242, 190.5106
5985.170, 180.2127
5987.099, 188.8192
5989.027, 189.2503
5990.956, 181.2866
5992.884, 189.2456
5994.813, 182.4392
5996.741, 180.9032
5998.669, 183.3335
6000.598, 181.6289
6002.526, 186.4433
6004.455, 184.9775
6006.383, 182.9508
6008.312, 183.3725
6010.240, 176.8558
6012.168, 183.2116
6014.097, 180.7742
6016.025, 182.7078
6017.954, 185.6320
6019.882, 180.9705
6021.811, 184.3398
6023.739, 175.2552
6025.668, 178.6789
6027.596, 182.7870
6029.525, 179.1425
6031.453, 176.2737
6033.382, 177.4691
6035.310, 179.7943
6037.239, 179.5135
6039.167, 180.2806
6041.096, 179.2225
6043.024, 174.7538
6044.953, 172.4808
6046.881, 177.7653
6048.810, 180.7812
6050.738, 182.3035
6052.667, 181.6142
6054.595, 178.8978
6056.523, 175.2209
6058.452, 173.6488
6060.380, 173.9288
6062.309, 172.8150
6064.237, 177.9773
6066.166, 174.1672
6068.094, 175.1063
6070.022, 177.3102
6071.951, 174.5299
6073.879, 173.2115
6075.808, 174.4079
6077.736, 178.3929
6079.665, 174.9719
6081.593, 175.5914
6083.522, 174.6028
6085.450, 173.1516
6087.379, 171.5714
6089.307, 172.5176
6091.236, 173.2827
6093.164, 175.8717
6095.093, 175.6932
6097.021, 177.9744
6098.950, 175.1468
6100.878, 175.6609
6102.807, 172.8782
6104.735, 172.6987
6106.664, 173.1401
6108.592, 171.1267
6110.521, 173.5427
6112.449, 171.2241
6114.377, 168.9741
6116.306, 174.5952
6118.234, 177.0955
6120.163, 172.3534
6122.091, 170.5098
6124.020, 172.0053
6125.948, 171.3128
6127.876, 170.9055
6129.805, 170.1871
6131.733, 169.8508
6133.662, 168.3778
6135.590, 166.9729
6137.519, 167.9513
6139.447, 167.5869
6141.376, 169.6417
6143.304, 173.4162
6145.233, 176.7168
6147.161, 172.3345
6149.090, 165.9796
6151.018, 169.3571
6152.947, 173.5966
6154.875, 171.8024
6156.804, 163.4721
6158.732, 170.5003
6160.661, 167.5818
6162.589, 167.0570
6164.518, 169.5623
6166.446, 170.5119
6168.375, 169.9548
6170.303, 166.7430
6172.231, 163.2270
6174.160, 165.4142
6176.088, 170.7257
6178.017, 168.5443
6179.945, 170.0603
6181.874, 171.6745
6183.802, 171.4779
6185.730, 169.4941
6187.659, 166.7330
6189.587, 164.1058
6191.516, 167.7047
6193.444, 168.2673
6195.373, 167.7508
6197.301, 168.6427
6199.230, 170.2025
6201.158, 169.2923
6203.087, 167.8134
6205.015, 168.8432
6206.944, 167.7507
6208.872, 168.3130
6210.801, 170.0790
6212.729, 165.2745
6214.658, 166.1245
6216.586, 165.0556
6218.515, 162.0243
6220.443, 164.1883
6222.372, 167.0690
6224.300, 165.8927
6226.229, 168.0407
6228.157, 168.7734
6230.085, 166.6865
6232.014, 169.5535
6233.942, 161.2137
6235.871, 166.8317
6237.799, 164.3665
6239.728, 159.2000
6241.656, 164.1153
6243.584, 168.4731
6245.513, 163.8026
6247.441, 162.7320
6249.370, 167.0989
6251.298, 170.1393
6253.227, 164.8173
6255.155, 153.5251
6257.084, 157.1964
6259.012, 160.3472
6260.941, 162.0525
6262.869, 163.9874
6264.798, 164.7833
6266.726, 162.6969
6268.655, 160.5730
6270.583, 164.6571
6272.512, 165.7713
6274.440, 161.4938
6276.369, 161.2501
6278.297, 158.7201
6280.226, 163.4324
6282.154, 163.4245
6284.083, 164.8469
6286.011, 168.5322
6287.939, 159.4328
6289.868, 157.7020
6291.796, 161.1026
6293.725, 165.8137
6295.653, 165.9355
6297.582, 161.6021
6299.510, 161.0206
6301.438, 158.4287
6303.367, 158.4875
6305.295, 162.6590
6307.224, 162.0994
6309.152, 157.1069
6311.081, 162.4907
6313.009, 155.4622
6314.938, 160.4895
6316.866, 163.6568
6318.795, 159.7998
6320.723, 154.9455
6322.652, 157.7306
6324.580, 159.4351
6326.509, 161.4278
6328.437, 161.2441
6330.366, 158.7298
6332.294, 156.3097
6334.223, 156.2234
6336.151, 153.8338
6338.080, 153.9870
6340.008, 160.1257
6341.937, 163.4930
6343.865, 161.2267
6345.793, 157.8659
6347.722, 158.4229
6349.650, 156.8776
6351.579, 156.0357
6353.507, 152.5511
6355.436, 151.9917
6357.364, 151.0902
6359.292, 149.7763
6361.221, 150.6853
6363.149, 155.4707
6365.078, 156.4340
6367.006, 156.3719
6368.935, 157.4988
6370.863, 156.0582
6372.792, 156.2792
6374.720, 155.8247
6376.649, 154.3089
6378.577, 154.3763
6380.506, 155.3395
6382.434, 155.5093
6384.363, 159.1265
6386.291, 158.1033
6388.220, 152.9074
6390.148, 156.3982
6392.077, 155.2684
6394.005, 151.3802
6395.934, 154.0905
6397.862, 155.7641
6399.791, 149.3763
6401.719, 151.1255
6403.647, 152.5639
6405.576, 153.9489
6407.504, 154.9945
6409.433, 153.0370
6411.361, 156.7486
6413.290, 152.9128
6415.218, 153.4114
6417.146, 155.4471
6419.075, 154.1209
6421.003, 152.3972
6422.932, 152.7190
6424.860, 153.8911
6426.789, 151.0739
6428.717, 157.2784
6430.646, 159.8230
6432.574, 159.5388
6434.503, 160.5318
6436.431, 157.3081
6438.360, 158.1080
6440.288, 154.2656
6442.217, 149.2459
6444.145, 146.8011
6446.074, 146.6544
6448.002, 146.5307
6449.931, 146.3873
6451.859, 146.9480
6453.788, 148.5687
6455.716, 148.1813
6457.645, 151.1891
6459.573, 151.8717
6461.501, 151.4678
6463.430, 151.8699
6465.358, 149.4968
6467.287, 146.9398
6469.215, 150.0730
6471.144, 152.0128
6473.072, 146.5707
6475.000, 148.0353
6476.929, 148.4187
6478.857, 147.6567
6480.786, 146.1720
6482.714, 145.7121
6484.643, 148.3118
6486.571, 146.6509
6488.500, 148.4137
6490.428, 146.2339
6492.357, 147.0768
6494.285, 147.5272
6496.214, 146.4383
6498.142, 145.5579
6500.071, 145.6899
6501.999, 144.8255
6503.928, 145.5453
6505.856, 144.9891
6507.785, 145.0542
6509.713, 144.3577
6511.642, 144.8635
6513.570, 144.3868
6515.499, 143.0829
6517.427, 144.1879
6519.355, 144.5635
6521.284, 145.7076
6523.212, 146.3862
6525.141, 147.5243
6527.069, 147.1776
6528.998, 147.8214
6530.926, 145.5978
6532.854, 147.7389
6534.783, 141.7430
6536.711, 140.2108
6538.640, 138.4769
6540.568, 140.2835
6542.497, 143.8069
6544.425, 138.7343
6546.354, 141.4576
6548.282, 146.1953
6550.211, 143.5067
6552.139, 141.5570
6554.068, 140.7875
6555.996, 142.6593
6557.925, 145.2471
6559.853, 144.0057
6561.782, 144.4615
6563.710, 142.3924
6565.639, 142.9711
6567.567, 140.8985
6569.496, 141.1200
6571.424, 138.8943
6573.353, 138.9965
6575.281, 137.1029
6577.209, 139.3138
6579.138, 139.8453
6581.066, 140.9628
6582.995, 137.4795
6584.923, 133.6862
6586.852, 135.7825
6588.780, 142.2579
6590.708, 139.7491
6592.637, 141.4721
6594.565, 144.5260
6596.494, 138.4270
6598.422, 134.4241
6600.351, 136.6459
6602.279, 137.9828
6604.208, 134.2386
6606.136, 134.9164
6608.065, 138.7215
6609.993, 138.0476
6611.922, 139.8298
6613.850, 140.0629
6615.779, 139.3795
6617.707, 139.5833
6619.636, 134.4319
6621.564, 133.7619
6623.493, 133.8143
6625.421, 138.5318
6627.350, 134.9648
6629.278, 138.2591
##END=



